NCT Number,Study Title,Study URL,Study Status,Brief Summary,Conditions,Interventions,Primary Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Start Date,Primary Completion Date,Locations
NCT03115489,Efficacy of Ketamine Infusion Compared With Traditional Anti-epileptic Agents in Refractory Status Epilepticus,https://clinicaltrials.gov/study/NCT03115489,WITHDRAWN,The study will investigate the efficacy of the N-methyl-D-aspartate receptor antagonist ketamine as a first line agent in refractory status epilepticus versus traditional general anesthetic agents used for burst suppression that target the gamma-aminobutyric acid adrenergic receptors.,Refractory Epilepsy,DRUG: Traditional Treatment (Group T)|DRUG: Ketamine Infusion (Group K),"Time taken for burst suppression, Average time for burst suppression, Baseline to 1 hr|Time taken for termination of seizures, Average time for seizures to terminate, Baseline to 24 hrs",University of Alabama at Birmingham,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,5/4/2017,12/31/2019,"UAB Department of Anesthesiology and Perioperative Medicine, Birmingham, Alabama, 35249, United States"
NCT05301894,Extension Study to Evaluate NBI-827104 in Pediatric Participants With Epileptic Encephalopathy With Continuous Spike-and-Wave During Sleep,https://clinicaltrials.gov/study/NCT05301894,ENROLLING_BY_INVITATION,The primary objective for this study is to evaluate the long-term safety and tolerability of NBI-827104 in pediatric participants with epileptic encephalopathy with continuous spike-and-wave during sleep (EECSWS).,Epileptic Encephalopathy|Continuous Spike and Wave During Sleep,DRUG: NBI-827104,"The Occurrence of Serious Treatment-emergent Adverse Events (TEAEs), Day 1 up to 238 weeks",Neurocrine Biosciences,,ALL,CHILD,PHASE2,24,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,6/7/2022,2025-02,"Neurocrine Clinical Site, Orange, California, 92868, United States|Neurocrine Clinical Site, Aurora, Colorado, 80045, United States|Neurocrine Clinical Site, Washington, District of Columbia, 20010, United States|Neurocrine Clinical Site, Miami, Florida, 33155, United States|Neurocrine Clinical Site, Rochester, Minnesota, 55905, United States|Neurocrine Clinical Site, Durham, North Carolina, 27705, United States|Neurocrine Clinical Site, Cleveland, Ohio, 44195, United States|Neurocrine Clinical Site, Dianalund, 4293, Denmark|Neurocrine Clinical Site, Barcelona, 08950, Spain|Neurocrine Clinical Site, Madrid, 28034, Spain|Neurocrine Clinical Site, Zürich, 8032, Switzerland|Neurocrine Clinical Site, London, WC1N 3JH, United Kingdom"
NCT03198494,Acoustic Stimulation for Seizure Suppression,https://clinicaltrials.gov/study/NCT03198494,ENROLLING_BY_INVITATION,"The objective of this study is to test the feasibility and physiological effect of low-frequency (1 Hz) acoustic stimulation delivered during nocturnal NREM sleep in epilepsy patients. The long-term goal is to develop this protocol for daily, long-term use in a home setting, for nocturnal seizure and IED suppression",Epilepsy,OTHER: Acoustic 1Hz Stimulation|OTHER: Sham Background Noise,"Successful System Training, Assessment of how well participants learn to use stimulation smart-phone application and headphones, defined as the percentage of subjects with correctly maintained earphones during the first four hours of nocturnal sleep in the first days of use., 72 hours|Interictal Discharge frequency, IED frequency during nighttime sleep as measured by a 72 hour ambulatory EEG, 72 hours|System Adherence, Percentage of nights during which patients were compliant with the acoustic stimulation device during two months of home use (1 month control acoustic condition, 1 month 1Hz stimulation) determined weekly by patient self-report, 2 months",NYU Langone Health,,ALL,ADULT,NA,36,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,8/17/2017,12/17/2024,"New York University School of Medicine, New York, New York, 10016, United States"
NCT00706160,Language Mapping in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT00706160,COMPLETED,"This study will examine how certain language skills, such as naming objects, understanding spoken language and reading are organized in the brain and how they are affected by seizures.

People with epilepsy who are considering surgery and healthy volunteers who are right-handed and between the ages of 7 and 55 may be eligible for this study. Participants undergo the following procedures twice, and, in some cases, possibly three times, in two or three visits of 2 to 4 hours each.

Neuropsychological tests: Testing includes questionnaires, pen-and-pencil or computerized tests and motor tasks.

Structural MRI: This procedure uses a strong magnetic field and radio waves to obtain pictures of brain structure. During the test, the subject lies in the scanner (a metal cylinder surrounded by a magnetic field) for about 90 minutes, wearing earmuffs to muffle knocking noises the machine makes. Subjects may be asked to lie still for up to 10 minutes at a time.

Functional MRI: This procedure is similar to structural MRI, except a coil is placed over the head and the subject performs simple tasks during the procedure. The pictures obtained show what parts of the brain are being used to perform the task. The test lasts about 60 minutes, with subjects asked to lie still for up to 10 minutes at a time.

Magnetoencephalography (MEG) and electroencephalography (EEG): For MEG, the subject sits in an MEG recording room with a cone containing magnetic field detectors lowered onto his or her head. Very small magnetic changes produced by the activity of the brain are recorded while the subject sits quietly or performs a research task. An EEG recording of the electrical activity of the brain is done at the same time as the MEG.

...","Epilepsy|Epilepsy, Temporal Lobe|Partial Epilepsy",,Change in asymmetry index of fMRI after surgery.,National Institute of Neurological Disorders and Stroke (NINDS),,ALL,"CHILD, ADULT",,153,NIH,OBSERVATIONAL,Observational Model: |Time Perspective: p,6/13/2008,,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States"
NCT06315829,Artificial Intelligence-based Video Analysis to Detect Infantile Spasms,https://clinicaltrials.gov/study/NCT06315829,NOT_YET_RECRUITING,"Infantile spasms are a type of seizure linked to developmental issues. Unfortunately, they are often misdiagnosed, causing delays in treatment. The purpose of this study is to develop a computer program that can reliably differentiate infantile spasms from similar, yet benign movements in videos. This computer program will learn from videos taken by parents of study participants. Quickly recognizing and treating infantile spasms is crucial for ensuring the best developmental outcomes.",Infantile Spasms,DEVICE: Spasm Vision,"Model Sensitivity (Recall), Proportion of true positives which the model classified correctly in the test dataset., 2 years|Model Specificity, Proportion of true negatives which the model classified correctly in the test dataset., 2 years|Model Positive Predictive Value (Precision), Proportion of positive classifications which were correct in the test dataset., 2 years|Model Negative Predictive Value, Proportion of negative classifications which were correct in the test dataset., 2 years",Johns Hopkins University,,ALL,CHILD,,200,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,5/1/2024,2026-05,"Johns Hopkins Hospital, Baltimore, Maryland, 21287, United States"
NCT02598076,Motivational Interviewing to Enhance Adherence of Patients With Psychogenic Non-epileptic Seizures,https://clinicaltrials.gov/study/NCT02598076,COMPLETED,"All subjects will attend an initial clinic visit with the neuropsychiatrist and epileptologist. At the end of this visit, those subjects randomized to motivational interviewing will be questioned using standardized motivational interviewing techniques by the study author who is a board certified neurologist and who will have formal training and certification in motivational interviewing.

Those subjects randomized to the control group will also undergo an initial clinic visit with a neuropsychiatrist and neurologists. However they will not undergo any subsequent motivational interview. Following the initial clinic visit, all subjects with ongoing seizures will either be scheduled for ongoing psychotherapy for treatment of PNES at Brigham and Women's Hospital or referred to a local psychotherapist according to their preference.

All subjects will be contacted by phone at 3 month follow-up. If necessary they will be called 5 times at various times during the day and early evening. If they are not reached, they will receive a letter requesting them to contact the study staff to complete the study. Subjects will be questioned about their adherence to treatment. The primary outcome will be the number of psychotherapy sessions for the treatment of PNES in which they have participated over the past three months. They will also be assessed for secondary outcomes including dichotomous adherence (either seizure freedom or active participation in psychotherapy for the treatment of PNES, with more than 5 sessions over the past 3 months), seizure frequency over the past month, number of hospitalizations and emergency department visits over the past 3 months, and quality of life as measured by the brief QOLIE-10 instrument. For those patients who give permission, their psychotherapists will be contacted by study staff to confirm the exact number of psychotherapy sessions over the past 3 months. A standard Partners clinical records release form with the patient's signature will be sent to the therapist's office.","Psychogenic Non-epileptic Seizures, Motivational Interviewing",BEHAVIORAL: motivational interviewing|BEHAVIORAL: standard psychotherapy,"Adherence, Patients are classified as adherent if they attend 8 or more of the recommended 12 weekly psychotherapy sessions over a 16 week period. Otherwise they are classified as non-adherent., 4 months",Brigham and Women's Hospital,American Academy of Neurology,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,8/1/2015,2017-06,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States"
NCT04558580,Safety Study of Rufinamide Given as an add-on Therapy to Treat Patients With Seizures,https://clinicaltrials.gov/study/NCT04558580,WITHDRAWN,This study will evaluate the efficacy and safety of Rufinamide in reducing seizure frequency in subjects with partial seizures not fully controlled despite treatment with 1 to 3 concomitant antiepileptic drugs.,Refractory Partial Seizures,DRUG: Rufinamide,"Percentage change in total partial seizure frequency from baseline., 22 weeks",University of South Alabama,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,0,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",4/1/2006,2008-12,"University of South Alabama, Mobile, Alabama, 36693, United States"
NCT00006191,Effect of Levetiracetam on Brain Excitability,https://clinicaltrials.gov/study/NCT00006191,COMPLETED,"This study will examine the effect of the newly developed anti-epileptic drug, levetiracetam, on excitability of the cortex (surface layer) of the brain. Levetiracetam works differently from other anti-seizure drugs, but its mechanism is not well understood. This study may provide insight into a new protection mechanism against seizures as well as the effect of the drug on cortical excitability.

Healthy normal volunteers 18 years of age and older may be eligible for this study. Candidates will have a medical history taken and undergo physical and neurological examinations.

Participants will undergo two different procedures in four separate sessions. One procedure (cortical excitability) involves taking either levetiracetam or placebo (a look-alike inactive substance) and having transcranial magnetic stimulation (TMS). The other procedure (pinch-training related changes) involves taking levetiracetam or placebo, doing a motor exercise called pinch training, and having transcranial magnetic stimulation. For TMS, a very brief electrical current is passed through an insulated coil wire placed on the scalp. The magnetic pulse travels through the scalp and skull, causing small electrical currents in the cortex that may cause muscle, hand, or arm twitching or it may affect movements or reflexes. During the study, subjects may be asked to make movements, do simple tasks or tense muscles. Electrical activity of the muscles will be recorded using electrodes taped to the skin over the muscle. For the pinch training, the subject makes a brief, brisk pinch after each beat of a metronome every two seconds and then completely relaxes the hand until the next beat.

Subjects will be tested on four different days at least 72 hours apart. Each session will last about 3 to 4 hours.

Approximate schedule for cortical excitability testing:

TMS (study 1)

Take levetiracetam or placebo

TMS (study 2) \< 60 minutes after drug or placebo

TMS (study 3) \< 120 minutes after drug or placebo

Approximate schedule for pinch-training related changes:

Take levetiracetam or placebo

TMS and pinch power measurement \< 60 minutes after drug or placebo

Pinch training for 30 minutes

TMS and pinch power measurement

Sample schedule:

Session 1 \< LTC and cortical excitability testing

Session 2 \< Placebo and cortical excitability testing

Session 3 \< LTC and pinch-training related changes

Session 4 \< Placebo and pinch-training related changes",Healthy|Myoclonic Epilepsy,,,National Institute of Neurological Disorders and Stroke (NINDS),,ALL,"CHILD, ADULT, OLDER_ADULT",,14,NIH,OBSERVATIONAL,Observational Model: |Time Perspective: p,8/1/2000,,"National Institute of Neurological Disorders and Stroke (NINDS), Bethesda, Maryland, 20892, United States"
NCT04710004,Electrophysiological Biomarkers in MTLE Patients.,https://clinicaltrials.gov/study/NCT04710004,TERMINATED,The investigators plan to enroll individuals with medical temporal lobe epilepsy who are undergoing surgical workup with clinically implanted intracranial electrodes. The study intends to administer computerized memory tasks and stimulation during the intracranial Electroencephalography (EEG) monitoring period.,Mesial Temporal Lobe Epilepsy,DEVICE: Asynchronous distributed multi-electrode stimulation (ADMES) using an implantable neurostimulation device,"Change in Intracranial EEG Recording: Spectral Power From Baseline, Spectral power will be compared between baseline/sham and stimulation trials to determine if asynchronous stimulation modulates spectral power during the preictal, ictal or post ictal states. Spectral power is measured in microvolts. A change in either direction from baseline is associated with a better outcome., Baseline, up to 6 weeks postintervention|Change in Intracranial EEG Recording: Synchrony From Baseline, Synchrony will be compared between baseline/sham and stimulation trials to determine if asynchronous stimulation modulates synchrony during the preictal, ictal or post ictal states. Synchrony is a measure of how any pair of regions communicate with one another. Synchrony is measured as the correlation \[-1 to 1\] between two time series.

The investigators anticipate that a decrease in synchrony (correlation approaching 0) is associated with improved outcome., Baseline, up to 6 weeks postintervention",Emory University,,ALL,"ADULT, OLDER_ADULT",NA,1,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,11/30/2021,12/16/2021,"Epilepsy monitoring unit (EMU) at Emory University Hospital, Atlanta, Georgia, 30322, United States"
NCT04437004,Treatment of Dravet Syndrome With Fenfluramine (Expanded Access Protocol),https://clinicaltrials.gov/study/NCT04437004,AVAILABLE,"The purpose of this research study is to (1) provide access to fenfluramine for patients with intractable epilepsy associated with Dravet syndrome, and (2) evaluate the safety of fenfluramine.",Dravet Syndrome,DRUG: Fenfluramine,,"University of California, Los Angeles",,ALL,"CHILD, ADULT, OLDER_ADULT",,,OTHER,EXPANDED_ACCESS,,,,"University of California, Los Angeles, Los Angeles, California, 90095-1752, United States"
NCT05085704,Brain Metabolism Observed at 7 Tesla,https://clinicaltrials.gov/study/NCT05085704,RECRUITING,The goal is to develop methodology to monitor flux in the citric acid cycle in brain via 13C nuclear magnetic resonance (NMR) spectroscopy at 7 Tesla.,"Glut1 Deficiency Syndrome 1|Glucose Metabolism Disorders|Epilepsy|Glut1 Deficiency Syndrome 1, Autosomal Recessive|Glucose Transporter Type 1 Deficiency Syndrome|Glucose Transporter Protein Type 1 Deficiency Syndrome|Glucose Transport Defect",DEVICE: Magnetic resonance imaging,"Select metabolite abundance measured at 7Tfield strength, Relative spectral amplitude at equilibrium time point (equilibrium will be defined from the spectra) of the lactate, glucose and bicarbonate spectral peaks arising from infused 13C glucose as measured by magnetic resonance spectroscopy (non contrast brain MRS 7T), Day 1, immediately after 13 C labeled isotope infusion|Select metabolite abundance measured at 3T field strength, Relative spectral amplitude at equilibrium time point (equilibrium will be defined from the spectra) of the lactate, glucose and bicarbonate spectral peaks arising from infused 13C glucose as measured by magnetic resonance spectroscopy (non contrast brain MRS 3T), Day 1, immediately after 13 C labeled isotope infusion",University of Texas Southwestern Medical Center,,ALL,"CHILD, ADULT, OLDER_ADULT",,20,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,5/3/2022,9/20/2026,"UT Southwestern Medical Center, Dallas, Texas, 75390, United States"
NCT05651204,GABA Biomarkers in Dravet Syndrome,https://clinicaltrials.gov/study/NCT05651204,RECRUITING,"This study will non-invasively obtain levels of GABA in the brain of children with SCN1A+DS and neurodeveloping children through evoked and induced cortical responses, correlate them with the BOLD responses, and with the levels of GABA in their blood.",Dravet Syndrome,DIAGNOSTIC_TEST: GABA Blood Level,"GABA Blood Level, GABA levels evaluated by clinical blood draw., Up to 30 minutes",Cook Children's Health Care System,Encoded Therapeutics,ALL,"CHILD, ADULT",,36,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,9/8/2022,9/8/2024,"Cook Children's Medical Center, Fort Worth, Texas, 76104, United States"
NCT04650204,Perampanel for the Reduction of Seizure Frequency in Patients With High-grade Glioma and Focal Epilepsy,https://clinicaltrials.gov/study/NCT04650204,TERMINATED,This phase IV trial studies the side effects and how well perampanel works in reducing seizure frequency in patients with high-grade glioma and focal epilepsy. Perampanel is a drug used to treat seizures. Giving perampanel together with other anti-seizure drugs may work better in reducing seizure frequency in patients with high-grade glioma and focal epilepsy compared to alternate anti-seizure drugs alone.,Intractable Epilepsy|Malignant Glioma|Seizure Disorder|WHO Grade 2 Glioma|WHO Grade 3 Glioma,DRUG: Anticonvulsant Agent|DRUG: Perampanel|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration,"Number of Patients With a High-grade Glioma Who Achieve a > 50% Reduction in Focal Seizures With Perampanel (PER) 4 mg Daily After Failing 1 or More Anti-seizure Drugs (ASDs), Will compare seizure frequency before and 3 months after treatment with monotherapy and adjunctive PER and use descriptive statistics to demonstrate differences in responders. A P-value \< 0.05 will be used to reflect statistical significance., At 3 months|Number of Patients With a High-grade Glioma Who Achieve a > 50% Reduction in Focal Seizures With PER 4 mg Daily After Failing 1 or More ASDs, Will compare seizure frequency before and 6 months after treatment with monotherapy and adjunctive PER and use descriptive statistics to demonstrate differences in responders. A P-value \< 0.05 will be used to reflect statistical significance., At 6 months|Number of Participants Alive at 3 Months With High-grade Glioma Treated With PER, Chi-square and Student T-test will be used to measure differences in assessment and change during the study period., At 3 months|Decline in Neuropsychological Function, Chi-square and Student T-test will be used to measure differences in assessment and change during the study period., At 6 months",Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",PHASE4,4,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,12/4/2020,4/30/2023,"Mayo Clinic in Florida, Jacksonville, Florida, 32224-9980, United States"
NCT00437281,"Safety, Tolerability, and Pharmacokinetic Study of Pregabalin in Pediatric Patients With Partial Onset Seizures",https://clinicaltrials.gov/study/NCT00437281,COMPLETED,"The purpose of the study is to evaluate the safety, tolerability, and pharmacokinetics of multiple doses of pregabalin in pediatric patients with partial onset seizures that are incompletely controlled on their current medications.","Epilepsies, Partial",DRUG: Placebo|DRUG: Pregabalin,"Number of Treatment-Emergent Adverse Events (AEs) by Severity: Double-blind Treatment, Analysis for severity of AEs was performed separately for double-blind and open-label treatment. AE = any untoward medical occurrence in participant who received study drug without regard to possibility of causal relationship. AEs were classified as mild, moderate and severe based on severity assessment: Mild = no interference with participant's usual function; Moderate = some interference with participant's usual function; Severe = significant interference with participant's usual function. Treatment-emergent events for double-blind treatment included events between baseline and Day 7 that were absent before treatment or that worsened relative to pretreatment state. Participants may experience more than 1 AE., Baseline to Day 7|Number of Treatment-Emergent Adverse Events (AEs) by Severity: Open-label Treatment, Analysis for severity of AEs was performed separately for double-blind and open-label treatment. AE = any untoward medical occurrence in participant who received study drug without regard to possibility of causal relationship. AEs were classified as mild, moderate and severe based on severity assessment: Mild = no interference with participant's usual function; Moderate = some interference with participant's usual function; Severe = significant interference with participant's usual function. Treatment-emergent events for open-label treatment included events between Day 8 and 28 days after the open-label dose that were absent before treatment or that worsened relative to pretreatment state. Participants may experience more than 1 AE., Day 8 up to 28 days after open-label dose of study medication",Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,,ALL,CHILD,PHASE1|PHASE2,65,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",4/1/2007,2012-11,"Pfizer Investigational Site, Mobile, Alabama, 36604, United States|Pfizer Investigational Site, Mobile, Alabama, 36693, United States|Pfizer Investigational Site, Phoenix, Arizona, 85016, United States|Pfizer Investigational Site, Jonesboro, Arkansas, 72401, United States|Pfizer Investigational Site, Little Rock, Arkansas, 72205, United States|Pfizer Investigational Site, San Francisco, California, 94143, United States|Pfizer Investigational Site, Gulf Breeze, Florida, 32561, United States|Pfizer Investigational Site, Pensacola, Florida, 32504, United States|Pfizer Investigational Site, Tampa, Florida, 33603, United States|Pfizer Investigational Site, Tampa, Florida, 33609, United States|Pfizer Investigational Site, Springfield, Missouri, 65804, United States|Pfizer Investigational Site, Buffalo, New York, 14222, United States|Pfizer Investigational Site, Durham, North Carolina, 27710, United States|Pfizer Investigational Site, Houston, Texas, 77030, United States|Pfizer Investigational Site, San Antonio, Texas, 78258, United States|Pfizer Investigational Site, Seoul, 120-752, Korea, Republic of|Pfizer Investigational Site, Mexico, DF, 06720, Mexico|Pfizer Investigational Site, Guadalajara, Jalisco, 44280, Mexico"
NCT00442104,Open-label Extension to Protocol 1042-0500,https://clinicaltrials.gov/study/NCT00442104,TERMINATED,To allow open-label extension to patients who have completed Protocol 1042-0500,Infantile Spasms,DRUG: Ganaxolone,"Percentage of Participants Who Were Free of Spasms, Clinical spasms were determined by video-electroencephalography (VEEG). The number of participants with spasm-free duration have been presented., Weeks 4 through Week 96",Marinus Pharmaceuticals,,ALL,CHILD,PHASE2,54,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,1/1/2007,2009-03,"Children's Hospital of Los Angeles, Los Angeles, California, 90027, United States|Mattel Children's Hospital at UCLA, Los Angeles, California, 90095, United States|Children's National Medical Center, Washington, District of Columbia, 20010, United States|Miami Children's Hospital, The Brain Institute, Miami, Florida, 33155, United States|Child Neurology Center of Nrothwest Florida, P.A., Pensacola, Florida, 32504, United States|University of Chicago Comer Children's Hospital, Chicago, Illinois, 60637, United States|Minnesota Epilepsy Group, P.A., Saint Paul, Minnesota, 55102, United States|Montefiore Medical Center- Albert Einstein College of Medicine, Bronx, New York, 10467, United States|Le Bonheur Children's Medical Center, Memphis, Tennessee, 38105, United States|Dallas Pediatric Neurology Associates, Dallas, Texas, 75230, United States|Texas Children's Hospital, Houston, Texas, 77030, United States|Virginia Commonwealth University Health Systems, Richmond, Virginia, 23298, United States|Children's Hospital and Regional Medical Center, Seattle, Washington, 98105, United States|Children's Hospital of Wisconsin, Milwaukee, Wisconsin, 53201, United States"
NCT03254680,Turmeric as Treatment in Epilepsy,https://clinicaltrials.gov/study/NCT03254680,WITHDRAWN,"This is a single center open-label pilot clinical trial of patients 1-70 years of age with greater than 6 seizures per month diagnosed with Dravet Syndrome, Lennox-Gastaut Syndrome, Tuberous Sclerosis, or focal seizures. Twenty patients will be enrolled and treated with a stable dose of orally administered turmeric oil daily for 3 months. Patients and caregivers will be asked to keep a seizure diary logging all clinical events during the course of the study. Serum comprehensive metabolic panel, complete blood count with differential, and antiseizure medication levels, will be monitored at baseline, 1.5 months, and at the end of 3 months.",Epilepsy|Dravet Syndrome|Lennox-Gastaut Syndrome|Tuberous Sclerosis|Focal Seizures,DIETARY_SUPPLEMENT: Turmeric,"Number of epilepsy patients enrolled in study, feasibility of recruiting patients into a prospective study designed to evaluate the effect of orally ingested turmeric oil on seizures., 3 months",NYU Langone Health,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,3/1/2018,2018-11,"New York University School of Medicine, New York, New York, 10016, United States"
